,registration_date,years_of_study,family_size,loan_amount,total_career_years,birth_date,contract_type,is_male,province,zip_code,user_id,age,group,history_type,monthly_expense
9542,2012-01-25,,0.0,158625,,1991-04-22,E,1.0,D,514303,827371,21.0,A,A,1.0
9543,2012-01-28,1.0,0.0,152187,1.0,1986-07-01,A,1.0,D,514210,830981,26.0,A,A,9000.0
9544,2012-01-29,,0.0,182376,,1982-06-30,E,0.0,D,514211,831564,29.0,B,C,15000.0
9545,2012-01-30,2.0,2.0,146610,2.0,1989-07-30,A,1.0,D,514201,836887,22.0,B,A,15000.0
9546,2012-01-30,,0.0,158445,,1973-05-12,D,1.0,D,513202,838819,39.0,B,C,15000.0
9547,2012-01-30,,0.0,163458,,2058-06-09,D,1.0,D,514206,839238,54.0,B,B,20000.0
9548,2012-01-30,,0.0,167931,,1979-06-12,E,0.0,D,514206,839248,33.0,B,B,12000.0
9549,2012-01-30,,0.0,155382,,1991-07-20,E,1.0,D,514206,839565,20.0,A,A,15000.0
9550,2012-01-30,2.0,0.0,183009,2.0,1979-05-13,A,1.0,D,514203,839694,33.0,B,A,20000.0
9551,2012-01-30,,0.0,177306,,1984-12-31,E,0.0,D,514206,839762,27.0,B,C,12000.0
9552,2012-01-30,,0.0,165399,,1982-03-05,D,1.0,D,514203,839865,30.0,B,C,15000.0
9553,2012-01-30,1.0,0.0,161817,1.0,1989-12-24,A,1.0,D,513502,839890,22.0,B,C,8000.0
9554,2012-06-02,,0.0,165399,,2063-09-18,D,1.0,D,514206,846079,48.0,B,C,15000.0
9555,2012-06-02,10.0,0.0,161817,10.0,1972-05-05,A,1.0,D,514211,846111,40.0,B,B,12000.0
9556,2012-06-02,,0.0,158625,,2064-11-09,D,0.0,D,514201,846123,47.0,B,B,12000.0
9557,2012-06-02,,0.0,158889,,1984-02-29,D,1.0,D,514201,846142,28.0,A,C,15000.0
9558,2012-06-02,,0.0,158445,,1969-05-01,D,1.0,D,514303,846182,43.0,B,C,20000.0
9559,2012-08-02,9.0,0.0,175482,0.0,1981-05-04,A,1.0,D,513001,847577,31.0,B,B,20000.0
9560,2012-12-02,,0.0,143730,,1981-06-13,E,1.0,D,514206,853050,31.0,B,C,15000.0
9561,2012-12-02,,0.0,165192,,1978-04-25,D,0.0,D,514201,853065,34.0,B,C,15000.0
9562,2012-02-19,,0.0,177306,,1984-09-19,E,1.0,D,512301,863566,27.0,A,D,20000.0
9563,2012-02-29,3.0,0.0,161817,3.0,1990-06-20,A,1.0,D,512001,876699,22.0,A,C,8000.0
9564,2012-02-29,,0.0,141018,,1973-01-12,D,1.0,D,514201,876869,39.0,B,C,25000.0
9565,2012-02-29,7.0,0.0,165399,7.0,1966-08-23,A,1.0,D,513504,876942,45.0,B,C,80000.0
9566,2012-02-29,3.0,0.0,153996,3.0,1989-05-21,B,1.0,D,514210,876953,23.0,A,C,10000.0
9567,2012-02-29,,0.0,183327,,1968-01-20,E,1.0,D,514201,878874,44.0,B,C,25000.0
9568,2012-02-29,,0.0,163872,,1988-11-28,D,0.0,D,514206,880081,23.0,B,C,12000.0
9569,2012-02-29,,0.0,129096,,1975-06-20,E,1.0,D,514206,880131,37.0,B,C,15000.0
9570,2012-02-29,,0.0,152187,,2059-05-05,E,1.0,D,514202,880287,53.0,B,B,15000.0
9571,2012-02-29,,0.0,161874,,2063-03-09,E,1.0,D,514206,880387,49.0,B,B,15000.0
9572,2012-02-29,2.0,0.0,161817,2.0,1984-04-11,B,1.0,D,514206,880485,28.0,B,A,11000.0
9573,2012-02-29,,0.0,152187,,1979-10-11,D,1.0,D,514207,880851,32.0,A,C,15000.0
9574,2012-08-03,,0.0,155244,,1972-06-09,D,1.0,D,514204,885669,40.0,B,C,15000.0
9575,2012-08-03,2.0,0.0,180219,2.0,1989-04-24,A,1.0,D,512504,885673,23.0,A,C,13000.0
9576,2012-03-17,,0.0,161817,,1980-01-30,D,1.0,D,514206,899585,32.0,A,C,15000.0
9577,2012-03-17,,0.0,161817,,1979-09-06,D,1.0,D,513201,899598,33.0,B,C,25000.0
9578,2012-03-18,2.0,0.0,131439,2.0,1988-07-20,A,1.0,D,514202,902783,24.0,A,C,8500.0
9579,2012-03-18,,0.0,161643,,1979-08-06,E,1.0,D,514206,902785,33.0,B,C,15000.0
9580,2012-03-18,,0.0,163872,,2059-06-03,E,1.0,D,514206,903070,53.0,B,C,15000.0
9581,2012-03-18,,0.0,161817,,2063-02-07,E,1.0,D,514201,903196,49.0,B,C,25000.0
9582,2012-03-18,1.0,0.0,180825,1.0,1991-07-12,A,1.0,D,514202,903209,21.0,A,A,12000.0
9583,2012-03-22,,0.0,161874,,1988-07-25,D,1.0,D,513204,906859,24.0,A,C,15000.0
9584,2012-03-30,,0.0,161817,,1983-07-23,E,1.0,D,514202,917482,29.0,A,C,15000.0
9585,2012-03-31,,0.0,165192,,2065-12-10,E,1.0,D,514206,921902,46.0,B,C,20000.0
9586,2012-05-04,,0.0,165192,,1966-05-25,E,1.0,D,514203,928335,46.0,B,C,15000.0
9587,2012-07-04,,0.0,180567,,1990-05-12,E,1.0,D,514206,930440,22.0,A,C,8000.0
9588,2012-04-14,2.0,0.0,163944,2.0,2050-06-25,A,1.0,D,514202,939653,61.0,B,C,9000.0
9589,2012-04-14,1.0,0.0,153996,1.0,1987-04-10,A,1.0,D,514202,939659,25.0,B,C,16000.0
9590,2012-04-23,,0.0,151545,,1980-06-30,E,1.0,D,513204,953744,32.0,B,C,18000.0
9591,2012-04-30,,0.0,161874,,1982-07-20,E,1.0,D,514201,966629,30.0,A,C,1.0
9592,2012-04-30,,0.0,158625,,1981-09-08,D,1.0,D,514204,967112,31.0,A,C,15000.0
9593,2012-04-30,,0.0,165399,,1971-01-01,D,0.0,D,514205,969841,41.0,B,B,18000.0
9594,2012-04-30,,0.0,165192,,1984-11-13,E,1.0,D,514206,970152,27.0,A,A,15000.0
9595,2012-04-30,,0.0,163458,,1990-03-07,E,1.0,D,514206,970869,22.0,A,C,18000.0
9596,2012-04-30,1.0,0.0,161817,1.0,1986-05-29,A,1.0,D,514202,971845,26.0,B,C,10000.0
9597,2012-10-05,,0.0,165399,,1985-10-20,D,1.0,D,514204,980885,26.0,A,C,15000.0
9598,2012-10-05,1.0,0.0,167931,1.0,1986-10-26,A,1.0,D,514202,980888,26.0,B,C,15000.0
9599,2012-10-05,,0.0,141642,,2051-04-06,D,1.0,D,514201,980995,61.0,B,B,15000.0
9600,2012-10-05,,0.0,146610,,2064-05-11,D,1.0,D,514206,981014,48.0,B,B,15000.0
9601,2012-12-05,,0.0,152187,,1980-11-02,D,1.0,D,514206,983851,32.0,A,C,15000.0
9602,2012-12-05,,0.0,163458,,1985-12-16,D,1.0,D,514211,984875,26.0,A,C,18000.0
9603,2012-05-21,,0.0,167931,,2058-10-01,E,1.0,D,514202,999163,54.0,B,C,20000.0
9604,2012-05-21,,0.0,158445,,1979-01-01,E,0.0,D,514201,1001551,33.0,B,C,15000.0
9605,2012-05-28,,0.0,177306,,1970-01-01,D,0.0,D,514201,1010411,42.0,B,B,15000.0
9606,2012-05-28,,0.0,165192,,1973-12-11,E,0.0,D,514206,1010688,38.0,B,B,15000.0
9607,2012-05-28,,0.0,167145,,2049-09-10,E,1.0,D,514206,1010711,63.0,B,B,20000.0
9608,2012-05-30,,0.0,158889,,1992-05-30,D,1.0,D,514301,1012632,20.0,A,C,12000.0
9609,2012-05-30,2.0,0.0,152187,2.0,1989-03-15,A,1.0,D,514206,1012770,23.0,A,C,10000.0
9610,2012-05-30,1.0,0.0,170901,1.0,1983-06-17,A,1.0,D,513201,1012771,29.0,A,C,10000.0
9611,2012-05-30,,0.0,163872,,1977-05-07,D,1.0,D,513101,1012772,35.0,B,B,15000.0
9612,2012-05-31,,0.0,158625,,1970-05-03,D,1.0,D,514303,1015095,42.0,B,C,12000.0
9613,2012-05-31,,0.0,165192,,1982-03-11,D,1.0,D,514206,1016390,30.0,A,C,18000.0
9614,2012-05-31,,0.0,206625,,1972-05-02,D,1.0,D,514202,1016391,40.0,B,C,18000.0
9615,2012-05-31,,0.0,173529,,1982-06-20,D,1.0,D,514301,1016905,30.0,A,C,18000.0
9616,2012-05-31,15.0,0.0,174891,15.0,2057-02-04,A,1.0,D,514202,1018101,55.0,B,C,10000.0
9617,2012-05-31,2.0,0.0,174891,2.0,2062-05-21,A,1.0,D,514204,1018120,50.0,B,C,12000.0
9618,2012-05-31,,0.0,177306,,1968-03-02,E,1.0,D,513202,1018144,44.0,B,B,15000.0
9619,2012-06-14,,0.0,161817,,1973-11-09,D,0.0,D,514206,1034126,38.0,B,B,15000.0
9620,2012-06-14,,0.0,129096,,1993-05-11,E,1.0,D,514203,1034128,19.0,A,A,8000.0
9621,2012-06-15,,0.0,168501,,1993-06-11,E,1.0,D,513003,1036178,19.0,A,A,10000.0
9622,2012-06-15,5.0,0.0,185925,5.0,1989-04-13,A,1.0,D,514201,1036179,23.0,A,C,9500.0
9623,2012-06-15,1.0,0.0,173529,1.0,1990-05-20,A,1.0,D,513001,1036188,22.0,A,C,10000.0
9624,2012-06-15,0.0,0.0,173529,0.0,1990-04-12,A,1.0,D,514206,1036751,22.0,A,C,9000.0
9625,2012-06-17,,0.0,173529,,1984-11-08,D,1.0,D,514204,1038838,28.0,A,C,15000.0
9626,2012-06-18,,0.0,177306,,1968-11-15,E,1.0,D,514205,1042500,44.0,B,C,25000.0
9627,2012-06-20,1.0,0.0,161817,1.0,1976-03-10,A,1.0,D,514206,1043793,36.0,B,C,10000.0
9628,2012-06-20,,0.0,152658,,1990-05-25,D,1.0,D,514206,1043803,22.0,A,C,20000.0
9629,2012-06-20,,0.0,178305,,1990-11-13,D,1.0,D,514206,1043804,22.0,A,C,15000.0
9630,2012-06-20,,0.0,161817,,1982-07-26,D,1.0,D,513204,1043902,30.0,A,C,18000.0
9631,2012-06-22,,0.0,172698,,1973-03-15,D,1.0,D,514201,1046036,39.0,B,C,15000.0
9632,2012-06-22,8.0,0.0,144240,8.0,1983-05-11,A,0.0,D,514303,1046327,29.0,A,A,22000.0
9633,2012-06-23,,0.0,141018,,1984-08-12,D,1.0,D,514207,1048821,28.0,A,C,15000.0
9634,2012-06-23,,0.0,172698,,1978-07-01,E,1.0,D,513202,1049071,34.0,A,C,15000.0
9635,2012-06-23,,0.0,185586,,1987-06-25,D,1.0,D,514206,1049108,25.0,A,C,18000.0
9636,2012-06-23,,0.0,152265,,1973-01-01,D,1.0,D,513501,1049116,39.0,B,B,15000.0
9637,2012-06-27,1.0,0.0,176484,1.0,1991-04-04,A,1.0,D,513003,1055838,21.0,A,C,9000.0
9638,2012-06-29,,0.0,152265,,1980-09-06,D,1.0,D,513003,1057144,32.0,A,C,15000.0
9639,2012-06-29,,0.0,161643,,1981-07-28,E,1.0,D,514303,1057314,31.0,A,C,25000.0
9640,2012-06-30,,0.0,175251,,1978-06-30,D,1.0,D,514303,1059941,34.0,B,C,15000.0
9641,2012-06-30,4.0,0.0,157404,4.0,1972-08-04,A,1.0,D,513204,1061918,40.0,B,C,12500.0
9642,2012-06-30,4.0,0.0,172698,4.0,1966-01-01,E,1.0,D,514201,1062454,46.0,B,C,10000.0
9643,2012-06-30,,0.0,170901,,1989-04-19,D,1.0,D,514206,1062923,23.0,A,C,12000.0
9644,2012-06-30,,0.0,172698,,2063-01-08,D,1.0,D,514206,1065380,49.0,B,C,20000.0
9645,2012-06-30,,0.0,157902,,1975-02-28,E,1.0,D,514210,1066423,37.0,B,C,20000.0
9646,2012-06-27,,3.0,115044,,1973-08-17,C,1.0,I,176001,1055417,39.0,B,A,20000.0
9647,2012-02-01,,0.0,130890,,1980-01-01,E,1.0,I,150611,797112,32.0,B,B,14000.0
9648,2012-04-01,,0.0,142734,,1979-01-01,E,1.0,I,150611,797608,33.0,B,B,15000.0
9649,2012-08-01,,0.0,113838,,1983-01-01,E,1.0,I,150611,805324,29.0,B,B,15000.0
9650,2012-08-01,,0.0,129096,,1984-01-01,E,1.0,I,150611,805481,28.0,B,B,15000.0
9651,2012-08-01,,0.0,130890,,1981-01-01,E,1.0,I,150611,805550,31.0,B,B,15000.0
9652,2012-08-01,,0.0,113838,,1982-01-01,E,1.0,I,150611,805750,30.0,B,B,20000.0
9653,2012-09-01,,0.0,113838,,1968-01-01,E,1.0,I,150611,806573,44.0,B,B,15000.0
9654,2012-11-01,,0.0,118374,,1970-01-01,E,1.0,I,150611,807648,42.0,B,B,13000.0
9655,2012-12-01,,0.0,155382,,1980-01-01,E,1.0,I,150611,809289,32.0,B,B,15000.0
9656,2012-12-01,,0.0,151545,,1969-01-01,E,1.0,I,150611,809595,43.0,B,B,15000.0
9657,2012-01-22,,0.0,130890,,1969-01-01,E,1.0,I,150611,823557,43.0,B,B,12000.0
9658,2012-01-23,,0.0,144570,,1983-01-01,E,1.0,I,147776,825416,29.0,B,B,14000.0
9659,2012-01-25,,0.0,155382,,1990-09-29,E,1.0,I,150611,826482,21.0,A,C,16000.0
9660,2012-01-28,2.0,0.0,135321,2.0,1982-01-01,E,1.0,I,147776,831405,30.0,B,B,12000.0
9661,2012-01-29,0.0,0.0,143730,0.0,1970-01-01,E,1.0,I,150609,832744,42.0,B,B,18000.0
9662,2012-01-29,,0.0,135321,,2062-01-01,E,1.0,I,150611,832897,50.0,B,B,16000.0
9663,2012-01-30,,0.0,123183,,1967-01-01,E,1.0,I,150345,837315,45.0,B,B,12000.0
9664,2012-03-02,,0.0,143730,,1973-01-01,E,1.0,I,147776,842403,39.0,B,B,13000.0
9665,2012-05-02,,0.0,143730,,2059-01-01,E,1.0,I,150611,844781,53.0,B,B,15000.0
9666,2012-12-02,,0.0,128235,,1976-11-10,E,1.0,I,150609,853750,35.0,B,B,14000.0
9667,2012-12-02,5.0,0.0,134886,5.0,2046-11-01,E,1.0,I,150611,853796,65.0,B,C,9000.0
9668,2012-02-17,,0.0,143730,,1980-01-01,E,1.0,I,150609,858984,32.0,B,B,14000.0
9669,2012-02-19,,0.0,129096,,1988-02-03,E,1.0,I,147776,860440,24.0,B,B,15000.0
9670,2012-02-25,,0.0,130890,,2064-01-01,E,1.0,I,150611,869588,48.0,B,B,14000.0
9671,2012-04-03,,0.0,155382,,1971-03-01,E,1.0,I,150611,883512,41.0,B,C,15000.0
9672,2012-09-03,,0.0,155382,,1989-02-01,E,1.0,I,147776,888058,23.0,B,B,12000.0
9673,2012-03-22,,0.0,123024,,1979-01-01,E,1.0,I,150611,907116,33.0,B,B,15000.0
9674,2012-03-22,,0.0,118374,,1992-01-01,E,1.0,I,150609,907125,20.0,B,B,13000.0
9675,2012-03-23,,0.0,142734,,1980-01-01,E,1.0,I,150611,909597,32.0,B,B,15000.0
9676,2012-03-30,,3.0,156393,,1973-02-01,E,1.0,I,147776,917116,39.0,B,B,14000.0
9677,2012-03-31,,4.0,133047,,1979-01-01,E,1.0,I,147776,921105,33.0,B,B,12000.0
9678,2012-04-04,,0.0,142734,,1970-01-01,E,1.0,I,150611,927829,42.0,B,B,14000.0
9679,2012-06-04,,0.0,153996,,1979-08-20,E,1.0,I,150611,928951,33.0,B,B,15000.0
9680,2012-07-04,,0.0,130890,,1978-03-05,E,1.0,I,150611,929791,34.0,B,B,15000.0
9681,2012-07-04,,3.0,150156,,2060-01-01,E,1.0,I,147773,929819,52.0,B,B,20000.0
9682,2012-08-04,,3.0,121770,,1981-01-01,E,1.0,I,147773,932584,31.0,B,B,14000.0
9683,2012-08-04,,0.0,142734,,1986-06-01,E,1.0,I,150611,932589,26.0,B,B,14000.0
9684,2012-09-04,10.0,0.0,142734,10.0,1985-07-01,E,1.0,I,147776,933300,27.0,B,C,13500.0
9685,2012-11-04,,0.0,155382,,1985-01-01,E,1.0,I,150611,934760,27.0,B,B,15000.0
9686,2012-11-04,,3.0,148722,,2064-01-01,E,1.0,I,147774,935303,48.0,B,B,15000.0
9687,2012-12-04,7.0,0.0,155382,7.0,1987-03-20,E,1.0,I,150611,937021,25.0,B,C,14500.0
9688,2012-04-13,6.0,0.0,129096,6.0,1967-01-01,E,1.0,I,150611,937923,45.0,B,B,15000.0
9689,2012-04-13,,3.0,163905,,1989-01-01,E,1.0,I,147776,938364,23.0,B,C,14000.0
9690,2012-04-15,,0.0,130890,,1987-01-01,E,1.0,I,147776,940347,25.0,B,B,14000.0
9691,2012-04-15,,3.0,121707,,1973-01-01,E,1.0,I,147776,940374,39.0,B,B,14000.0
9692,2012-04-15,5.0,0.0,165192,5.0,1982-01-01,A,1.0,I,101307,940380,30.0,B,B,21000.0
9693,2012-04-16,0.0,0.0,165192,0.0,1992-05-08,B,1.0,I,147776,941166,20.0,A,A,17000.0
9694,2012-04-18,,0.0,165399,,1986-01-01,E,1.0,I,147776,943221,26.0,B,B,15000.0
9695,2012-04-20,,0.0,143730,,1967-01-01,E,1.0,I,147776,947194,45.0,B,C,15000.0
9696,2012-04-20,,0.0,130890,,1986-01-01,E,1.0,I,150611,947458,26.0,B,B,14000.0
9697,2012-04-22,,3.0,152523,,1984-04-12,E,1.0,I,147773,950403,28.0,B,B,12000.0
9698,2012-04-22,,0.0,162576,,1989-01-01,E,1.0,I,147774,950712,23.0,A,B,14000.0
9699,2012-04-23,,0.0,143730,,1980-01-01,E,1.0,I,150611,952256,32.0,B,B,15000.0
9700,2012-04-25,,0.0,155382,,2064-01-01,E,1.0,I,150611,955624,48.0,B,B,14000.0
9701,2012-04-26,,0.0,152187,,1973-07-01,E,1.0,I,147776,957625,38.0,B,A,40000.0
9702,2012-04-27,,0.0,142734,,1968-01-01,E,1.0,I,150611,959173,44.0,B,B,15000.0
9703,2012-04-29,2.0,0.0,161817,2.0,1983-10-14,E,1.0,I,147776,961640,29.0,B,A,15000.0
9704,2012-04-29,,3.0,152334,,1974-01-01,E,1.0,I,147776,961674,38.0,B,B,14000.0
9705,2012-04-29,2.0,3.0,155829,2.0,1989-01-01,E,1.0,I,147776,961707,23.0,B,D,15000.0
9706,2012-04-29,,0.0,142734,,1981-01-01,E,1.0,I,147776,961766,31.0,B,B,15000.0
9707,2012-04-30,,0.0,158889,,1974-01-01,E,1.0,I,147776,964423,38.0,B,B,15000.0
9708,2012-04-30,,0.0,118374,,1979-01-01,E,1.0,I,147776,966475,33.0,B,B,15000.0
9709,2012-04-30,,0.0,143730,,1989-01-01,E,1.0,I,147776,970807,23.0,B,B,14000.0
9710,2012-04-30,,0.0,151545,,1979-01-01,E,1.0,I,147776,971230,33.0,B,B,15000.0
9711,2012-05-05,,0.0,135315,,1991-01-01,E,1.0,I,147776,975412,21.0,B,B,15000.0
9712,2012-06-05,,0.0,143730,,1987-01-01,E,1.0,I,147776,976644,25.0,B,B,15000.0
9713,2012-07-05,,0.0,152187,,1977-01-01,E,1.0,I,147776,978450,35.0,B,B,16000.0
9714,2012-09-05,10.0,0.0,131439,10.0,1976-10-05,A,1.0,I,150611,980076,36.0,B,C,18000.0
9715,2012-09-05,,0.0,143730,,1978-01-01,E,1.0,I,150626,980096,34.0,B,B,15000.0
9716,2012-09-05,,0.0,165399,,1990-01-01,E,1.0,I,150611,980098,22.0,A,B,15000.0
9717,2012-09-05,,0.0,165399,,1985-06-04,E,1.0,I,150609,980133,27.0,B,B,15000.0
9718,2012-11-05,,0.0,143730,,1986-01-01,E,1.0,I,150611,981918,26.0,B,C,15000.0
9719,2012-11-05,7.0,0.0,135282,7.0,1980-12-25,E,1.0,I,150611,982090,31.0,B,B,16000.0
9720,2012-11-05,,3.0,161817,,1985-01-01,E,1.0,I,147776,982341,27.0,B,C,15000.0
9721,2012-12-05,,0.0,129096,,1986-01-01,E,1.0,I,150626,984013,26.0,B,B,15000.0
9722,2012-12-05,,3.0,148014,,1978-08-25,E,1.0,I,147774,984043,34.0,B,B,15000.0
9723,2012-12-05,,3.0,137895,,1984-01-01,E,1.0,I,147777,984077,28.0,B,C,14000.0
9724,2012-05-14,,0.0,153996,,1984-02-03,E,1.0,I,150611,988248,28.0,B,B,15000.0
9725,2012-05-14,,0.0,155382,,1976-01-01,E,1.0,I,150611,988269,36.0,B,B,15000.0
9726,2012-05-16,,3.0,144429,,1985-01-01,E,1.0,I,147773,990761,27.0,B,B,15000.0
9727,2012-05-17,,3.0,125955,,1986-01-01,E,1.0,I,147774,991592,26.0,B,B,14000.0
9728,2012-05-17,,2.0,144036,,1989-01-01,E,1.0,I,147773,991951,23.0,B,B,14000.0
9729,2012-05-17,,3.0,166704,,1981-12-02,E,1.0,I,147776,992089,30.0,B,C,15000.0
9730,2012-05-18,15.0,0.0,155382,15.0,2061-01-01,E,1.0,I,150611,992749,51.0,B,B,18000.0
9731,2012-05-18,,0.0,165399,,2064-01-01,E,1.0,I,150611,992751,48.0,B,B,15000.0
9732,2012-05-20,,0.0,153996,,1984-01-01,E,1.0,I,150611,997950,28.0,B,B,15000.0
9733,2012-05-21,,0.0,151545,,2056-01-01,E,1.0,I,150611,1000820,56.0,B,B,15000.0
9734,2012-05-23,,2.0,149127,,1983-01-01,E,1.0,I,147778,1002123,29.0,B,B,15000.0
9735,2012-05-23,,3.0,171795,,1969-01-01,E,1.0,I,147778,1002164,43.0,B,C,14000.0
9736,2012-05-24,,0.0,141147,,1982-01-01,E,1.0,I,150611,1003248,30.0,B,B,15000.0
9737,2012-05-26,,3.0,130020,,1983-01-01,E,1.0,I,147774,1005908,29.0,B,B,12000.0
9738,2012-05-28,,0.0,153996,,1985-01-01,E,1.0,I,147776,1009846,27.0,B,B,15000.0
9739,2012-05-30,,0.0,130890,,1986-01-01,E,1.0,I,147776,1012627,26.0,B,B,15000.0
9740,2012-05-31,,0.0,152187,,1983-07-20,E,1.0,I,147776,1014217,29.0,B,B,15000.0
9741,2012-05-31,,0.0,138057,,1978-09-30,E,1.0,I,150611,1014700,34.0,B,B,15000.0
9742,2012-06-06,,0.0,143730,,1978-02-05,E,1.0,I,150611,1023599,34.0,B,B,14000.0
9743,2012-08-06,,0.0,121440,,1974-01-01,E,1.0,I,147776,1026203,38.0,B,B,15000.0
9744,2012-10-06,,0.0,118374,,1989-04-05,E,1.0,I,150611,1029506,23.0,B,B,15000.0
9745,2012-10-06,,0.0,145905,,1985-01-01,E,1.0,I,150620,1029579,27.0,B,B,15000.0
9746,2012-11-06,,3.0,145062,,1987-01-01,E,1.0,I,147778,1031302,25.0,B,B,14000.0
9747,2012-06-14,,2.0,156861,,2058-01-01,E,1.0,I,147776,1034008,54.0,B,C,14000.0
9748,2012-06-15,,0.0,157980,,1986-01-01,E,1.0,I,147776,1035698,26.0,B,B,14000.0
9749,2012-06-15,,0.0,152187,,1985-01-01,E,1.0,I,150611,1035751,27.0,B,B,15000.0
9750,2012-06-17,,0.0,121440,,1981-05-01,E,1.0,I,150611,1041189,31.0,B,A,15000.0
9751,2012-06-20,,2.0,147615,,1986-01-01,E,1.0,I,147775,1044301,26.0,B,B,12000.0
9752,2012-06-22,,0.0,152265,,1974-04-10,E,1.0,I,150611,1046667,38.0,B,B,20000.0
9753,2012-06-23,,0.0,144036,,1988-01-30,E,1.0,I,147774,1048854,24.0,A,B,12000.0
9754,2012-06-24,,0.0,121440,,1986-01-01,E,1.0,I,147776,1052688,26.0,B,B,15000.0
9755,2012-06-24,,3.0,126069,,1984-03-12,E,1.0,I,147776,1052726,28.0,B,A,14000.0
9756,2012-06-27,,0.0,157404,,1978-01-01,E,1.0,I,150645,1055385,34.0,B,B,14000.0
9757,2012-06-29,,0.0,143730,,1978-01-01,E,1.0,I,150611,1058451,34.0,B,B,15000.0
9758,2012-01-13,,4.0,158625,,1982-01-01,E,1.0,H,383330,811182,30.0,B,C,12000.0
9759,2012-01-23,,4.0,143730,,1982-05-10,E,1.0,H,383330,825089,30.0,B,A,12000.0
9760,2012-12-02,,0.0,118374,,1983-06-15,E,1.0,H,383330,852996,29.0,B,A,10000.0
9761,2012-10-03,10.0,4.0,151545,10.0,2061-11-26,A,1.0,H,383331,889884,50.0,B,A,15000.0
9762,2012-05-04,,5.0,155382,,1981-01-01,E,1.0,H,383331,928141,31.0,B,C,10000.0
9763,2012-04-13,,5.0,129096,,2064-09-03,E,1.0,H,383330,938192,48.0,B,C,10000.0
9764,2012-04-20,,5.0,153996,,1966-11-10,E,1.0,H,383331,946557,45.0,B,C,10000.0
9765,2012-04-20,25.0,6.0,152187,25.0,2061-10-03,A,1.0,H,383330,946576,51.0,B,C,16000.0
9766,2012-04-20,,5.0,153996,,1968-07-29,D,1.0,H,383330,946658,44.0,B,C,13000.0
9767,2012-04-22,,5.0,153996,,1984-05-13,E,1.0,H,383331,950066,28.0,B,C,10000.0
9768,2012-04-05,,1.0,153996,,1992-03-05,E,1.0,H,383330,974082,20.0,A,A,10000.0
9769,2012-05-05,,3.0,153996,,1979-05-05,E,1.0,H,383330,974602,33.0,B,C,10000.0
9770,2012-05-05,,4.0,155184,,1969-01-01,E,1.0,H,383331,974603,43.0,B,C,10000.0
9771,2012-05-05,,6.0,135321,,2059-01-01,E,1.0,H,383331,974604,53.0,B,C,10000.0
9772,2012-05-05,,4.0,153996,,1973-01-22,E,1.0,H,383331,975192,39.0,B,C,10000.0
9773,2012-05-05,,2.0,153996,,1989-07-02,E,1.0,H,383330,975400,23.0,B,C,10000.0
9774,2012-06-05,,5.0,161817,,1972-07-01,E,1.0,H,383331,976397,40.0,B,C,10000.0
9775,2012-10-05,,4.0,165192,,1974-08-02,E,1.0,H,383225,980458,38.0,B,C,10000.0
9776,2012-10-05,,5.0,165192,,1976-01-01,E,1.0,H,383330,981118,36.0,B,A,20000.0
9777,2012-10-05,,0.0,158625,,1990-05-13,E,1.0,H,383331,981121,22.0,B,C,10000.0
9778,2012-05-18,,1.0,152187,,1986-11-01,E,1.0,H,383330,993818,26.0,A,A,15000.0
9779,2012-05-19,,4.0,153996,,2057-03-13,E,1.0,H,383330,995557,55.0,B,C,10000.0
9780,2012-05-23,,4.0,153996,,1987-08-13,E,1.0,H,383331,1001876,25.0,B,C,10000.0
9781,2012-03-06,,0.0,153996,,1982-05-01,E,1.0,H,383440,1021227,30.0,B,C,10000.0
9782,2012-03-06,,4.0,165399,,1978-11-30,E,1.0,H,383331,1021384,33.0,B,C,10000.0
9783,2012-06-30,,3.0,147615,,1985-01-01,E,1.0,H,383331,1061712,27.0,B,C,15000.0
9784,2012-06-30,,3.0,147615,,1976-01-01,E,1.0,H,383330,1061713,36.0,B,C,12000.0
9785,2012-02-01,,0.0,153996,,1987-01-01,C,1.0,I,143001,796633,25.0,A,A,18000.0
9786,2012-02-01,,0.0,151545,,1991-01-01,C,1.0,I,143001,796655,21.0,A,D,15000.0
9787,2012-02-01,,0.0,129096,,1988-01-01,C,1.0,I,143001,796714,24.0,A,C,16000.0
9788,2012-04-01,,0.0,167301,,1986-08-07,E,1.0,I,143601,797474,25.0,A,C,13000.0
9789,2012-04-01,,0.0,158625,,2061-08-18,C,1.0,I,143001,797554,50.0,C,C,20000.0
9790,2012-05-01,,5.0,165900,,2062-01-01,E,1.0,I,143301,798029,50.0,B,C,14200.0
9791,2012-05-01,,3.0,141888,,1991-01-01,E,1.0,I,143303,798030,21.0,B,C,14600.0
9792,2012-05-01,,0.0,166773,,1985-06-14,E,1.0,I,143301,798033,27.0,A,C,14300.0
9793,2012-05-01,,0.0,129096,,1984-01-15,C,1.0,I,143001,799005,28.0,B,C,18000.0
9794,2012-06-01,,0.0,114024,,1988-01-18,E,1.0,I,143001,799257,24.0,A,C,20000.0
9795,2012-06-01,13.0,2.0,173529,13.0,1969-08-07,A,1.0,I,143301,799279,42.0,B,A,17903.0
9796,2012-06-01,,0.0,158625,,1981-02-10,E,1.0,I,143001,799542,31.0,B,C,15000.0
9797,2012-06-01,15.0,0.0,194901,15.0,2062-12-10,A,1.0,I,143001,799600,49.0,C,A,35000.0
